0 0 0
0.0526316 0 0
0.105263 0 0
0.157895 0 0
0.210526 0 0
0.263158 0 0
0.315789 0 0
0.368421 0 0
0.421053 0 0
0.473684 0 0.00236186
0.526316 0 0.029454
0.578947 0 0.0794453
0.631579 0 0.132072
0.684211 0 0.184711
0.736842 0 0.237362
0.789474 0 0.290024
0.842105 0 0.342698
0.894737 0 0.395383
0.947368 0 0.448081
1 0 0.524385
0 0.0526316 0
0.0526316 0.0526316 0
0.105263 0.0526316 0
0.157895 0.0526316 0
0.210526 0.0526316 0
0.263158 0.0526316 0
0.315789 0.0526316 0
0.368421 0.0526316 0
0.421053 0.0526316 0.000167489
0.473684 0.0526316 0.0045964
0.526316 0.0526316 0.032214
0.578947 0.0526316 0.0802598
0.631579 0.0526316 0.132566
0.684211 0.0526316 0.185213
0.736842 0.0526316 0.237883
0.789474 0.0526316 0.290577
0.842105 0.0526316 0.343294
0.894737 0.0526316 0.396034
0.947368 0.0526316 0.457268
1 0.0526316 0.523132
0 0.105263 0
0.0526316 0.105263 0
0.105263 0.105263 0
0.157895 0.105263 0
0.210526 0.105263 0
0.263158 0.105263 0
0.315789 0.105263 0
0.368421 0.105263 9.0936e-06
0.421053 0.105263 0.000470431
0.473684 0.105263 0.00670526
0.526316 0.105263 0.0346987
0.578947 0.105263 0.081264
0.631579 0.105263 0.133106
0.684211 0.105263 0.185716
0.736842 0.105263 0.238406
0.789474 0.105263 0.291131
0.842105 0.105263 0.343892
0.894737 0.105263 0.399401
0.947368 0.105263 0.459925
1 0.105263 0.521875
0 0.157895 0
0.0526316 0.157895 0
0.105263 0.157895 0
0.157895 0.157895 0
0.210526 0.157895 0
0.263158 0.157895 0
0.315789 0.157895 3.62736e-07
0.368421 0.157895 3.3673e-05
0.421053 0.157895 0.000881887
0.473684 0.157895 0.00869642
0.526316 0.157895 0.0369754
0.578947 0.157895 0.082382
0.631579 0.157895 0.133706
0.684211 0.157895 0.186227
0.736842 0.157895 0.238931
0.789474 0.157895 0.291689
0.842105 0.157895 0.345263
0.894737 0.157895 0.401733
0.947368 0.157895 0.4614
1 0.157895 0.520616
0 0.210526 0
0.0526316 0.210526 0
0.105263 0.210526 0
0.157895 0.210526 0
0.210526 0.210526 0
0.263158 0.210526 1.00481e-08
0.315789 0.210526 1.67748e-06
0.368421 0.210526 7.80093e-05
0.421053 0.210526 0.00137959
0.473684 0.210526 0.0105804
0.526316 0.210526 0.0390893
0.578947 0.210526 0.0835673
0.631579 0.210526 0.134364
0.684211 0.210526 0.186755
0.736842 0.210526 0.239458
0.789474 0.210526 0.29244
0.842105 0.210526 0.346696
0.894737 0.210526 0.403508
0.947368 0.210526 0.462166
1 0.210526 0.519352
0 0.263158 0
0.0526316 0.263158 0
0.105263 0.263158 0
0.157895 0.263158 0
0.210526 0.263158 1.78138e-10
0.263158 0.263158 5.59604e-08
0.315789 0.263158 4.65802e-06
0.368421 0.263158 0.000144742
0.421053 0.263158 0.00194536
0.473684 0.263158 0.012368
0.526316 0.263158 0.0410717
0.578947 0.263158 0.0847909
0.631579 0.263158 0.135075
0.684211 0.263158 0.187303
0.736842 0.263158 0.240033
0.789474 0.263158 0.293309
0.842105 0.263158 0.348047
0.894737 0.263158 0.404856
0.947368 0.263158 0.462527
1 0.263158 0.518086
0 0.315789 0
0.0526316 0.315789 0
0.105263 0.315789 0
0.157895 0.315789 1.77645e-12
0.210526 0.315789 1.16376e-09
0.263158 0.315789 1.81903e-07
0.315789 0.315789 1.00684e-05
0.368421 0.315789 0.000235278
0.421053 0.315789 0.00256443
0.473684 0.315789 0.0140698
0.526316 0.315789 0.0429454
0.578947 0.315789 0.0860341
0.631579 0.315789 0.135832
0.684211 0.315789 0.187882
0.736842 0.315789 0.240665
0.789474 0.315789 0.29423
0.842105 0.315789 0.349271
0.894737 0.315789 0.405886
0.947368 0.315789 0.462622
1 0.315789 0.516816
0 0.368421 0
0.0526316 0.368421 0
0.105263 0.368421 7.87344e-15
0.157895 0.368421 1.33435e-11
0.210526 0.368421 4.34641e-09
0.263158 0.368421 4.50782e-07
0.315789 0.368421 1.86704e-05
0.368421 0.368421 0.000350112
0.421053 0.368421 0.00322492
0.473684 0.368421 0.015695
0.526316 0.368421 0.0447272
0.578947 0.368421 0.0872849
0.631579 0.368421 0.136629
0.684211 0.368421 0.1885
0.736842 0.368421 0.241348
0.789474 0.368421 0.295159
0.842105 0.368421 0.35036
0.894737 0.368421 0.40667
0.947368 0.368421 0.462529
1 0.368421 0.515543
0 0.421053 0
0.0526316 0.421053 8.72404e-18
0.105263 0.421053 6.69267e-14
0.157895 0.421053 5.63993e-11
0.210526 0.421053 1.21805e-08
0.263158 0.421053 9.43164e-07
0.315789 0.421053 3.11881e-05
0.368421 0.421053 0.000489079
0.421053 0.421053 0.00391726
0.473684 0.421053 0.0172521
0.526316 0.421053 0.0464299
0.578947 0.421053 0.0885356
0.631579 0.421053 0.13746
0.684211 0.421053 0.189158
0.736842 0.421053 0.24207
0.789474 0.421053 0.29607
0.842105 0.421053 0.351318
0.894737 0.421053 0.407258
0.947368 0.421053 0.462296
1 0.421053 0.514266
0 0.473684 0
0.0526316 0.473684 8.28397e-17
0.105263 0.473684 3.16156e-13
0.157895 0.473684 1.7665e-10
0.210526 0.473684 2.84599e-08
0.263158 0.473684 1.75528e-06
0.315789 0.473684 4.82851e-05
0.368421 0.473684 0.000651546
0.421053 0.473684 0.00463378
0.473684 0.473684 0.0187483
0.526316 0.473684 0.0480634
0.578947 0.473684 0.0897813
0.631579 0.473684 0.138321
0.684211 0.473684 0.189855
0.736842 0.473684 0.242818
0.789474 0.473684 0.296948
0.842105 0.473684 0.352157
0.894737 0.473684 0.407689
0.947368 0.473684 0.461954
1 0.473684 0.512986
0 0.526316 0
0.0526316 0.526316 4.32759e-16
0.105263 0.526316 1.0956e-12
0.157895 0.526316 4.56652e-10
0.210526 0.526316 5.85478e-08
0.263158 0.526316 2.99653e-06
0.315789 0.526316 7.05512e-05
0.368421 0.526316 0.000836563
0.421053 0.526316 0.00536835
0.473684 0.526316 0.0201899
0.526316 0.526316 0.049636
0.578947 0.526316 0.091019
0.631579 0.526316 0.139209
0.684211 0.526316 0.190588
0.736842 0.526316 0.243583
0.789474 0.526316 0.297785
0.842105 0.526316 0.352888
0.894737 0.526316 0.407989
0.947368 0.526316 0.461526
1 0.526316 0.511703
0 0.578947 0
0.0526316 0.578947 1.64467e-15
0.105263 0.578947 3.10744e-12
0.157895 0.578947 1.03066e-09
0.210526 0.578947 1.09553e-07
0.263158 0.578947 4.78671e-06
0.315789 0.578947 9.84959e-05
0.368421 0.578947 0.00104298
0.421053 0.578947 0.00611605
0.473684 0.578947 0.0215823
0.526316 0.578947 0.0511543
0.578947 0.578947 0.092247
0.631579 0.578947 0.140121
0.684211 0.578947 0.191351
0.736842 0.578947 0.244355
0.789474 0.578947 0.298578
0.842105 0.578947 0.353522
0.894737 0.578947 0.408179
0.947368 0.578947 0.461027
1 0.578947 0.510416
0 0.631579 0
0.0526316 0.631579 5.08002e-15
0.105263 0.631579 7.64114e-12
0.157895 0.631579 2.10095e-09
0.210526 0.631579 1.90452e-07
0.263158 0.631579 7.25333e-06
0.315789 0.631579 0.000132547
0.368421 0.631579 0.00126952
0.421053 0.631579 0.00687295
0.473684 0.631579 0.0229304
0.526316 0.631579 0.0526239
0.578947 0.631579 0.0934643
0.631579 0.631579 0.141052
0.684211 0.631579 0.192139
0.736842 0.631579 0.245128
0.789474 0.631579 0.299324
0.842105 0.631579 0.354069
0.894737 0.631579 0.408276
0.947368 0.631579 0.460469
1 0.631579 0.509126
0 0.684211 0
0.0526316 0.684211 1.35226e-14
0.105263 0.684211 1.68684e-11
0.157895 0.684211 3.95492e-09
0.210526 0.684211 3.1216e-07
0.263158 0.684211 1.05289e-05
0.315789 0.684211 0.000173053
0.368421 0.684211 0.00151485
0.421053 0.684211 0.00763594
0.473684 0.684211 0.024238
0.526316 0.684211 0.0540496
0.578947 0.684211 0.0946705
0.631579 0.684211 0.141998
0.684211 0.684211 0.192946
0.736842 0.684211 0.245896
0.789474 0.684211 0.300024
0.842105 0.684211 0.354537
0.894737 0.684211 0.408292
0.947368 0.684211 0.459862
1 0.684211 0.507833
0 0.736842 0
0.0526316 0.736842 3.21493e-14
0.105263 0.736842 3.42107e-11
0.157895 0.736842 6.98269e-09
0.210526 0.736842 4.87549e-07
0.263158 0.736842 1.47485e-05
0.315789 0.736842 0.000220286
0.368421 0.736842 0.00177763
0.421053 0.736842 0.0084025
0.473684 0.736842 0.0255088
0.526316 0.736842 0.0554354
0.578947 0.736842 0.0958651
0.631579 0.736842 0.142957
0.684211 0.736842 0.193767
0.736842 0.736842 0.246655
0.789474 0.736842 0.30068
0.842105 0.736842 0.354935
0.894737 0.736842 0.408239
0.947368 0.736842 0.459211
1 0.736842 0.506536
0 0.789474 0
0.0526316 0.789474 6.99036e-14
0.105263 0.789474 6.47809e-11
0.157895 0.789474 1.16943e-08
0.210526 0.789474 7.31425e-07
0.263158 0.789474 2.00478e-05
0.315789 0.789474 0.000274449
0.368421 0.789474 0.00205654
0.421053 0.789474 0.00917065
0.473684 0.789474 0.0267458
0.526316 0.789474 0.0567849
0.578947 0.789474 0.0970482
0.631579 0.789474 0.143926
0.684211 0.789474 0.194598
0.736842 0.789474 0.247401
0.789474 0.789474 0.301293
0.842105 0.789474 0.35527
0.894737 0.789474 0.408125
0.947368 0.789474 0.458523
1 0.789474 0.505236
0 0.842105 0
0.0526316 0.842105 1.41352e-13
0.105263 0.842105 1.15896e-10
0.157895 0.842105 1.87365e-08
0.210526 0.842105 1.06047e-06
0.263158 0.842105 2.65606e-05
0.315789 0.842105 0.00033568
0.368421 0.842105 0.0023503
0.421053 0.842105 0.0099388
0.473684 0.842105 0.0279518
0.526316 0.842105 0.0581011
0.578947 0.842105 0.0982194
0.631579 0.842105 0.1449
0.684211 0.842105 0.195434
0.736842 0.842105 0.248133
0.789474 0.842105 0.301865
0.842105 0.842105 0.355548
0.894737 0.842105 0.407957
0.947368 0.842105 0.457803
1 0.842105 0.503932
0 0.894737 0
0.0526316 0.894737 2.69099e-13
0.105263 0.894737 1.97658e-10
0.157895 0.894737 2.89085e-08
0.210526 0.894737 1.49313e-06
0.263158 0.894737 3.44178e-05
0.315789 0.894737 0.000404061
0.368421 0.894737 0.00265768
0.421053 0.894737 0.0107057
0.473684 0.894737 0.0291292
0.526316 0.894737 0.0593869
0.578947 0.894737 0.0993786
0.631579 0.894737 0.145879
0.684211 0.894737 0.196271
0.736842 0.894737 0.248849
0.789474 0.894737 0.302398
0.842105 0.894737 0.355774
0.894737 0.894737 0.407741
0.947368 0.894737 0.457053
1 0.894737 0.502625
0 0.947368 0
0.0526316 0.947368 4.86836e-13
0.105263 0.947368 3.23601e-10
0.157895 0.947368 4.31765e-08
0.210526 0.947368 2.04955e-06
0.263158 0.947368 4.37458e-05
0.315789 0.947368 0.000479622
0.368421 0.947368 0.00297752
0.421053 0.947368 0.0114704
0.473684 0.947368 0.03028
0.526316 0.947368 0.0606444
0.578947 0.947368 0.100526
0.631579 0.947368 0.146858
0.684211 0.947368 0.197108
0.736842 0.947368 0.249547
0.789474 0.947368 0.302894
0.842105 0.947368 0.355952
0.894737 0.947368 0.407482
0.947368 0.947368 0.456278
1 0.947368 0.501314
0 1 0
0.0526316 1 8.43091e-13
0.105263 1 5.1139e-10
0.157895 1 6.26864e-08
0.210526 1 2.75135e-06
0.263158 1 5.46653e-05
0.315789 1 0.000562351
0.368421 1 0.00330874
0.421053 1 0.012232
0.473684 1 0.0314062
0.526316 1 0.0618758
0.578947 1 0.101661
0.631579 1 0.147836
0.684211 1 0.19794
0.736842 1 0.250226
0.789474 1 0.303355
0.842105 1 0.356087
0.894737 1 0.407184
0.947368 1 0.455479
1 1 0.5
